id,source,raw_facility,masked_facility,job_title,location,job_description,requirements,salary_raw,salary_masked,employment_type,application_deadline,contact_information,url,scraped_at
02a990261a,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,アシスタントナース（看護助手・非常勤）　※雇用時の職名は「技能補佐員」,,,,,,非常勤,2026年05月22日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2851,2026-04-26T12:15:53
221534332f,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,看護助手（常勤・特別賞与制度適用者）,,,,,,常勤,2026年05月22日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2850,2026-04-26T12:15:53
f87cc63de5,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,看護技術補佐員（看護師（パート））【臨床検査部・採血業務】,,,,,,パート,2026年05月18日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2847,2026-04-26T12:15:53
4d9e1a2513,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,特任事務職員（任期付常勤）【医事課医療事務管理係】,,,,,,任期付常勤,2026年05月08日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2846,2026-04-26T12:15:53
88e357a2c7,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,事務補佐員（患者支援課診療支援係）,,,,,,,2026年05月18日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2845,2026-04-26T12:15:53
13a01fe005,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,特任技術職員（任期付常勤）【がんゲノム医療センター】,,,,,,任期付常勤,2026年04月30日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2843,2026-04-26T12:15:53
05a8ab213c,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,事務補佐員（病棟・外来）（医師事務作業補助者）,,,,,,,2026年05月29日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2839,2026-04-26T12:15:53
faf81450c5,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,事務補佐員（医事課情報処理係）,,,,,,,2026年05月14日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2842,2026-04-26T12:15:53
d41c47f37c,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,特任技術職員（任期付常勤）【未来医療開発部データセンターDMグループ】,,,,,,任期付常勤,2026年05月22日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2841,2026-04-26T12:15:53
b0ff6527fc,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●,特任医療技術員※任期付き常勤【臨床研究センターCRA】,,,,,,任期付常勤,2026年05月22日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2840,2026-04-26T12:15:53
156f197c92,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,事務補佐員（手術部）,,,,,,,2026年05月18日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2838,2026-04-26T12:15:53
0f0d18cfb2,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,医療技術補佐員（歯科治療室）,,,,,,,2026年05月18日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2836,2026-04-26T12:15:53
bab4dbbdb2,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,特任歯科衛生士（任期付常勤）,,,,,,任期付常勤,2026年05月18日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2835,2026-04-26T12:15:53
7e9a62b476,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,特任作業療法士（任期付常勤）,,,,,,任期付常勤,2026年05月29日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2828,2026-04-26T12:15:53
725da7fdda,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,事務補佐員（教育研究支援課教育研修係（卒後教育開発センター））,,,,,,,2026年04月30日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2831,2026-04-26T12:15:53
6b79ce3edb,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,事務補佐員（教育研究支援課研究推進係）,,,,,,,2026年04月30日12時00分まで,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2826,2026-04-26T12:15:53
603bb1a478,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,看護技術補佐員（看護師・パート）【看護部】,,,,,,パート,期限なし,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2608,2026-04-26T12:15:53
b702d26bf0,osaka_university_hospital,大阪大学医学部附属病院,大阪大学●●●●,看護師（レシピエント移植コーディネーター業務）,,,,,,,期限なし,,https://www.hosp.med.osaka-u.ac.jp/recruit/detail.php?id=2605,2026-04-26T12:15:53
